title,genres,poster,description,rating,release
Bhoot Returns,Horror|Mystery|Thriller,https://upload.wikimedia.org/wikipedia/en/a/a4/Bhoot_Returns_poster.jpg,This story revolves around a family that moves into a new bungalow. Soon the family members experience weird things happening in the house. The little girl Nimmi claims the presence of an invisible figure named Shabbu thus putting her parents in trouble. Pooja (the sister of Nimmi's father) surprises the family by a sudden visit  and after analyzing the situation that Nimmi is suffering from  she places wireless cameras all over the house to record the activities of Nimmi. With the passage of time  Laxman (the servant) and Taman (the brother of Nimmi) are brutally murdered. Lastly  the possessed girl Nimmi is burned down and the family flee  bloody and injured.,2.5,12-10-2012
Delhi Safari,Animation|Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Delhi_Safari_Poster.jpg/220px-Delhi_Safari_Poster.jpg,Delhi Safari is the story of a journey undertaken by a cub leopard  his mother  a monkey  a bear and a parrot when the forest they live in is on the verge of destruction. A man is on the run to destroy the forest in order to erect a balcony. These five animals plan to go to Delhi and ask the parliament some very simple yet pertinent questions - why has man become the most dangerous animal? Doesn't man understand that if the forests and the animals don't exist  man will cease to exist?,5.7,07-12-2012
Chakravyuh (2012 film),Action|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Chakravyuh.jpg/220px-Chakravyuh.jpg,On the request of his friend Kabir  SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.,6.8,24-10-2012
Student of the Year,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Student_of_the_Year_Poster.jpg/220px-Student_of_the_Year_Poster.jpg,"Dean Yoginder Vashisht (Rishi Kapoor)  retired  has fallen gravely ill. Several students from his final year at St. Theresa's College rush to his side. In flashbacks  they all recall the events that none of them have gotten over yet  including the dean  and how the ""Student of the Year"" competition shaped who they were  how they related  and what they've become.",5.4,19-10-2012
Ajab Gazabb Love,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Ajab_Gazabb_Love_2.jpg/220px-Ajab_Gazabb_Love_2.jpg,Rajveer falls in love with Madhuri. He realizes that she hates rich people. So Rajveer  along with his family  pretends to be poor to win Madhuri's love.,4.2,24-10-2012
Rush (2012 film),Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Rush_-_2012_Indian_Film_Poster.jpg/220px-Rush_-_2012_Indian_Film_Poster.jpg,Story of a struggling news reporter engulfed by the veneer of glamour  money  power and the enviable life of media.,3.7,26-10-2012
1920: The Evil Returns,Drama|Horror|Romance,https://upload.wikimedia.org/wikipedia/en/e/e7/1920_Evil_Returns_poster.jpg,This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her  he takes her to Shimla in a big hospital  but soon that woman gets possessed by devil and goes out of control. Now the question remains that what is the relation that poet shares with her which compelled him to go to any extent to save her  why she was possessed by devil and who is the devil.,4.8,02-11-2012
Sons of Ram,Animation|Drama|Musical,https://upload.wikimedia.org/wikipedia/en/5/56/Sons_of_Ram.jpg,Surayavanshi Ram of Ayodhya  the greatest warrior king that ever lived  was forced to send his beloved wife Sita into exile  thus leading him and his kingdom to despair and towards an empty future. Unknown to Ram  far away in sage Valmiki's hermitage  Sita lives as Vandevi  raising their twin sons  Luv & Kush. Though not aware of their lineage  the twins imbibe wisdom  compassion & combat skills that would put any royal prince to shame. Sita teaches Luv -Kush to always work as a team  secretly hoping that her estranged family would find a way to come together one day. The twins must conquer their inner demons before they can achieve their destinies. Accompanied by a steadfast gang of lovable friends  Luv-Kush's journey takes them from enchanted forests with mythical creatures to the revered land of Ayodhya  the home of their fabled heroes.,6.5,02-11-2012
Ata Pata Laapata,Comedy|Musical,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Ata_Pata_Laapata.jpg/220px-Ata_Pata_Laapata.jpg,Madhav Chaturvedi files a police complaint that his whole house has been robbed.But it is suspected to be done himself in order to claim the insurance amount.The case becomes lot of interesting due to involvement of media.Where the authorities are forced investigate deeply.,5.6,02-11-2012
Jab Tak Hai Jaan,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Jab_Tak_Hai_Jaan_Poster.jpg/220px-Jab_Tak_Hai_Jaan_Poster.jpg,Samar Anand  a hard working young immigrant in the city of London  glimpses upon the love of his life  a gorgeous angelic looking girl  (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident  and Meera vows to God she will leave Samar forever if he allowed him to live again  their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera  declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army  a bomb disposal chief  defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma)  a spirited vibrant  'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story  Akira is determined to unravel the mystery of love in this intriguing story ...,6.7,13-11-2012
Talaash: The Answer Lies Within,Crime|Drama|Mystery,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Talaash_poster.jpg/220px-Talaash_poster.jpg,Seeing reflections of Mumbai under the red light  Talaash is a tale of love lost  fatal attraction and above all the quest to solve a perfect crime. Suspense at its core  Talaash explores Mumbai's underbelly like never before. Aamir Khan plays an investigation officer  Inspector Shekhawat who receives a phone call early in the morning informing him about death and an accident and how everything starts to unfold from there. The case turns into a life altering chase for Inspector Shekhawat when he is forced to reel under the repercussions of a broken married life with his wife Roshni played by Rani Mukherji and come face to face with his suppressed grief. Being on his investigational quest and fighting it out with personal struggle  Inspector Shekhawat meets a sex worker Rosie played by Kareena Kapoor who further adds shades of mystery to the puzzle. What looks like a simple car accident investigation turns into a haunting mystery as further investigations show many anomalies stringed ...,7.2,30-11-2012
Login (film),Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Login_the_Film.tif/lossless-page1-220px-Login_the_Film.tif.png,This movie is about three characters who are connected to the Internet and end up disconnecting their actual life.,6.2,12-10-2012
Son of Sardaar,Action|Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Son_Of_Sardar_poster.jpg/220px-Son_Of_Sardar_poster.jpg,A guest tries to stay inside the house of a man who can't kill him unless he's outside  because of believing guest to be equal to God.,4,13-11-2012
Cigarette Ki Tarah,Romance|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Cigarette-Ki-Tarah-Poster-1.jpg/220px-Cigarette-Ki-Tarah-Poster-1.jpg,A guy falls in love blindly with a beautiful girl. This blind love leads him into deep trouble  and further separates him from other people like one man versus the entire world. In these dark situations  where one surely gives up on everything  he doesn't  and thus keeps on believing and trusting on his blind love  which eventually shows him all the ways to be out from all the difficulties. Watch the full movie Cigarette Ki Tarah online  only on Eros Now.,4.5,14-12-2012
Dabangg 2,Action|Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DABANGG_2_Poster.jpg/220px-DABANGG_2_Poster.jpg,Chulbul Pandey is transferred and promoted to Kanpur. He is happily married with Rajjo. Kanpur witness a lot of criminal activities daily and kidnapping  rape and murders are done in broad daylight. The main antagonist/villain is Baccha Bhaiyaa  politician and a strong contender for the upcoming elections and Chulbul Pandey sabotages his political image by revealing his immoral activities to the public  media and police force. Chulbul Pandey takes Baccha Bhaiya head on & remains 'Dabang' as always,4.9,21-12-2012
Players (2012 film),Action|Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/5/5b/Players_2012_poster.jpg,The Indian remake of the Italian Job. Romanian gold is to be transferred from Russia to Romania after many years. A gang made up of a con man  a con women  an illusionist  a makeup artist  an explosive cum gadgets expert and world's number 1 hacker steal the gold. But the hacker named spider betrays the whole team and takes all the gold.,4.1,06-01-2012
Housefull 2,Action|Comedy|Musical,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Housefull_2.jpg/220px-Housefull_2.jpg,Housefull 2 is about the Kapoor family. Daboo and Chintu are brothers but they hate each other to the core. Even their wives and daughters hate each other. Both claim that they are going to get the richest son-in-law for their daughter. Aakhri Pasta  a marriage counselor  brings Jai's parents to Chintu  but Pasta says the wrong things and Chintu abuses Jai's father  who suffers a heart attack. Jai seeks revenge  which turns into a comedic disaster.,5.2,05-04-2012
Bol Bachchan,Action|Comedy,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Bol_Bachchan.jpg/220px-Bol_Bachchan.jpg,When a child falls into the well of the temple and Abbas breaks the temple's lock to save the child. When Prithviraj arrives at the scene  Ravi says Abbas's name as Abhishek Bachchan to avoid religious controversies of a temple being broken open by a Muslim. Prithviraj hires Abhishek Bachchan (Abbas) and is happy with his work  but Ravi and his friends have to come up with a new plan when Prithviraj spots Abbas celebrating Eid as a Muslim. Abbas and the others convince Prithviraj that the one celebrating Eid was actually 'Abbas'  an effeminate man and classical Kathak dancer. Things become worse for Abbas and Ravi when Prithviraj kindly hires Abbas for teaching Kathak to his sister Radhika (Prachi Desai). The more Abbas tries to manage his dual life without letting Prithviraj know  the more he has to lie to cover up other lies; this forms the crux of the story.,5.5,06-07-2012
